Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
3001,BANNOCK PEAK POCATELLO ID,0001,04-09-2025,03-09-2025,BANNOCK PEAK,849.38,Debit,5541,POCATELLO,USA,83204,ID,1.3811
3001,SD DEPT OF TRANS OPS PIERRE SD,0001,05-09-2025,04-09-2025,SD DEPT OF TRANS OPS,106.92,Debit,9399,PIERRE,USA,57501,SD,1.381040646
3001,SD DEPT OF TRANS OPS PIERRE SD,0001,05-09-2025,04-09-2025,SD DEPT OF TRANS OPS,35.49,Debit,9399,PIERRE,USA,57501,SD,1.3848
3001,LOVE'S #0337 INSIDE ALBERT LEA MN,0001,05-09-2025,04-09-2025,LOVE'S #0337 INSIDE,899.38,Debit,5541,ALBERT LEA,USA,56007,MN,1.381099289
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,05-09-2025,04-09-2025,DTOPS SINGLE CROSSING,27.75,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.381122449
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,05-09-2025,03-09-2025,AB TRANSP 403-340-5075,267,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,05-09-2025,03-09-2025,AB TRANSP 403-340-5075,18.75,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,LOVE'S #0337 INSIDE ALBERT LEA MN,0001,05-09-2025,04-09-2025,LOVE'S #0337 INSIDE,69.35,Debit,5541,ALBERT LEA,USA,56007,MN,1.381098183
3001,SKEANS PNEUMATIC AND A CALGARY AB,0001,05-09-2025,04-09-2025,SKEANS PNEUMATIC AND A,311.05,Debit,5085,CALGARY,CAN,T2C4R1,AB,0
3001,PZG**MT DEPT TRANSPORT HELENA MT,0001,05-09-2025,04-09-2025,PZG**MT DEPT TRANSPORT,428.13,Debit,9399,HELENA,USA,59601,MT,1.384913793
3001,Amazon.ca*6M0UO1Q23 866-216-1072 ON,0001,05-09-2025,05-09-2025,Amazon.ca*6M0UO1Q23,10.49,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,MI SUPERLOAD WINNIPEG MB,0001,05-09-2025,04-09-2025,MI SUPERLOAD,787.75,Debit,8220,WINNIPEG,CAN,R3H0C4,MB,0
3001,MCSD OSOW - CONV. FEE NASHVILLE TN,0001,05-09-2025,03-09-2025,MCSD OSOW - CONV. FEE,6.83,Debit,9399,NASHVILLE,USA,37215,TN,1.381742739
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,05-09-2025,04-09-2025,DTOPS SINGLE CROSSING,27.75,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.381122449
3001,LOVE'S #0789 INSIDE GREAT FALLS MT,0001,05-09-2025,04-09-2025,LOVE'S #0789 INSIDE,620.91,Debit,5541,GREAT FALLS,USA,59404,MT,1.384902037
0404,CASH INTEREST CHARGE,0002,05-09-2025,05-09-2025,CASH INTEREST CHARGE,0.05,Debit,,,,,,0
3001,TELUS MOBILITY PREAUTH EDMONTON AB,0001,05-09-2025,04-09-2025,TELUS MOBILITY PREAUTH,269.33,Debit,4812,EDMONTON,CAN,T5J 0N5,AB,0
3001,WESTERN DAKOTA ENERGY BISMARCK ND,0001,08-09-2025,05-09-2025,WESTERN DAKOTA ENERGY,38.03,Debit,4784,BISMARCK,USA,58504,ND,1.384845091
3001,NDHP-E PERMIT 701-328-2426 ND,0001,08-09-2025,06-09-2025,NDHP-E PERMIT,39.64,Debit,9399,701-328-2426,USA,58505,ND,1.381071429
3001,NDHP-E PERMIT 701-328-2426 ND,0001,08-09-2025,06-09-2025,NDHP-E PERMIT,39.64,Debit,9399,701-328-2426,USA,58505,ND,1.381071429
3001,MI SUPERLOAD WINNIPEG MB,0001,08-09-2025,05-09-2025,MI SUPERLOAD,296.21,Debit,8220,WINNIPEG,CAN,R3H0C4,MB,0
3001,BC PERMIT CENTRE VICTORIA BC,0001,08-09-2025,04-09-2025,BC PERMIT CENTRE,209,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,Amazon.ca*RY6489EM3 866-216-1072 ON,0001,08-09-2025,08-09-2025,Amazon.ca*RY6489EM3,11.1,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,EXXON ROCKER 3 #1357 BUTTE MT,0001,08-09-2025,07-09-2025,EXXON ROCKER 3 #1357,69.48,Debit,5541,BUTTE,USA,59701,MT,1.384316929
3001,PRINCESS AUTO 31 CALGARY AB,0001,08-09-2025,07-09-2025,PRINCESS AUTO 31,120.72,Debit,5085,CALGARY,CAN,T2Z 0H3,AB,0
3001,TXDMV OS PERMIT TPE AUSTIN TX,0001,08-09-2025,05-09-2025,TXDMV OS PERMIT TPE,87.45,Debit,9399,AUSTIN,USA,78731,TX,1.384840123
3001,BC PERMIT CENTRE VICTORIA BC,0001,08-09-2025,06-09-2025,BC PERMIT CENTRE,40,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,ROAD RANGER #289 TEAGUE TX,0001,08-09-2025,07-09-2025,ROAD RANGER #289,511.73,Debit,5541,TEAGUE,USA,75860,TX,1.384306114
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,08-09-2025,05-09-2025,DTOPS SINGLE CROSSING,27.81,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.384183673
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,08-09-2025,04-09-2025,AB TRANSP 403-340-5075,70,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,08-09-2025,05-09-2025,AB TRANSP 403-340-5075,424,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,FLYING J 550 MINOT ND,0001,08-09-2025,05-09-2025,FLYING J 550,637.65,Debit,5541,MINOT,USA,58701,ND,1.3849065
3001,THE HOME DEPOT #7050 SPRUCE GROVE AB,0001,08-09-2025,04-09-2025,THE HOME DEPOT #7050,108.11,Debit,5200,SPRUCE GROVE,CAN,T7X 3X3,AB,0
3001,NDHP-E PERMIT 701-328-2426 ND,0001,08-09-2025,06-09-2025,NDHP-E PERMIT,39.64,Debit,9399,701-328-2426,USA,58505,ND,1.381071429
3001,CENEX-FUOC OF CARPIO CARPIO ND,0001,08-09-2025,05-09-2025,CENEX-FUOC OF CARPIO,812.87,Debit,5541,CARPIO,USA,58725,ND,1.38490823
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,08-09-2025,05-09-2025,AB TRANSP 403-340-5075,92.5,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,08-09-2025,04-09-2025,DEPT OF TRANS TRUCKPER,23.78,Debit,9399,LINCOLN,USA,685082532,NE,1.385074627
3001,VCN*KANSASMVPERMIT TOPEKA KS,0001,08-09-2025,05-09-2025,VCN*KANSASMVPERMIT,62.46,Debit,9399,TOPEKA,USA,66611,KS,1.385
3001,COFFEE CUP #8 VIVIAN SD,0001,08-09-2025,05-09-2025,COFFEE CUP #8,485.12,Debit,5541,VIVIAN,USA,57576,SD,1.384293653
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,08-09-2025,04-09-2025,AB TRANSP 403-340-5075,129.25,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,SUNCO COMMUNICATION AN EDMONTON AB,0001,08-09-2025,06-09-2025,SUNCO COMMUNICATION AN,4971,Debit,5045,EDMONTON,CAN,T5S 2X4,AB,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,08-09-2025,06-09-2025,DTOPS SINGLE CROSSING,27.81,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.384183673
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,08-09-2025,05-09-2025,AB TRANSP 403-340-5075,93,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,DRIVERRECOR 4166236258 BC,0001,08-09-2025,05-09-2025,DRIVERRECOR,25,Debit,7375,4166236258,CAN,V1M1T4,BC,0
3001,EDMONTON KUBOTA EDMONTON AB,0001,08-09-2025,05-09-2025,EDMONTON KUBOTA,20.16,Debit,0763,EDMONTON,CAN,T5V 1S7,AB,0
3001,CENEX-FUOC OF CARPIO CARPIO ND,0001,08-09-2025,05-09-2025,CENEX-FUOC OF CARPIO,68.34,Debit,5541,CARPIO,USA,58725,ND,1.384918986
3001,TOOT'N TOTUM #100 - PERRTYON TX,0001,08-09-2025,06-09-2025,TOOT'N TOTUM #100 -,496.07,Debit,5541,PERRTYON,USA,79070,TX,1.38431395
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,0001,08-09-2025,05-09-2025,OKC SIZE & WEIGHTS PER,62,Debit,9399,OKLAHOMA CITY,USA,73105,OK,1.384844322
3001,GOOSENECK IMPLEMENT KENMARE ND,0001,08-09-2025,05-09-2025,GOOSENECK IMPLEMENT,25.58,Debit,5046,KENMARE,USA,58746,ND,1.385127636
3001,Adobe San Jose CA,0001,08-09-2025,06-09-2025,Adobe,27.29,Debit,5818,San Jose,USA,95110,CA,0
3001,FLYING J 893 AVOCA IA,0001,08-09-2025,04-09-2025,FLYING J 893,1058.98,Debit,5541,AVOCA,USA,51521,IA,1.381105794
3001,VCN*IDAHODOT BOISE ID,0001,09-09-2025,08-09-2025,VCN*IDAHODOT,131.06,Debit,9399,BOISE,USA,83703,ID,1.384815336
3001,VCN*IDAHODOT BOISE ID,0001,09-09-2025,08-09-2025,VCN*IDAHODOT,131.06,Debit,9399,BOISE,USA,83703,ID,1.384815336
3001,VCN*IDAHODOT BOISE ID,0001,09-09-2025,08-09-2025,VCN*IDAHODOT,62.85,Debit,9399,BOISE,USA,83703,ID,1.384823848
3001,PILOT 924 BUTTE MT,0001,09-09-2025,07-09-2025,PILOT 924,891.2,Debit,5541,BUTTE,USA,59701,MT,1.38429206
3001,CCD ORION FEE SALEM OR,0001,09-09-2025,08-09-2025,CCD ORION FEE,12.38,Debit,9399,SALEM,USA,973015397,OR,1.385321101
3001,COSTCO WHOLESALE W1270 EDMONTON INTE AB,0001,09-09-2025,08-09-2025,COSTCO WHOLESALE W1270,98.67,Debit,5300,EDMONTON INTE,CAN,T9E1K2,AB,0
3001,PILOT 195 WASCO OR,0001,09-09-2025,07-09-2025,PILOT 195,987.63,Debit,5541,WASCO,USA,97065,OR,1.384297105
3001,BB OF FLAG CITY #94 LODI CA,0001,09-09-2025,08-09-2025,BB OF FLAG CITY #94,228.73,Debit,7542,LODI,USA,952429345,CA,1.384305211
3001,SOFTMOC 8464 WHITBY ON,0001,09-09-2025,08-09-2025,SOFTMOC 8464,176.39,Debit,5661,WHITBY,CAN,L1N2C3,ON,0
3001,TLF*THE AWESOME BLOSSO EDMONTON AB,0001,09-09-2025,08-09-2025,TLF*THE AWESOME BLOSSO,11.55,Debit,5992,EDMONTON,CAN,T5M 4G5,AB,0
3001,CCD ORION SALEM OR,0001,09-09-2025,08-09-2025,CCD ORION,515.71,Debit,9399,SALEM,USA,973015397,OR,1.384812287
3001,MI SUPERLOAD WINNIPEG MB,0001,09-09-2025,08-09-2025,MI SUPERLOAD,81,Debit,8220,WINNIPEG,CAN,R3H0C4,MB,0
3001,LESCO DISTRIBUTORS EDMONTON AB,0001,09-09-2025,08-09-2025,LESCO DISTRIBUTORS,98.41,Debit,5013,EDMONTON,CAN,T5V 1J3,AB,0
3001,SUPER 8 MOTELS WINNIPEG MB,0001,10-09-2025,09-09-2025,SUPER 8 MOTELS,188.75,Debit,3709,WINNIPEG,CAN,R2J 3T3,MB,0
3001,STURGEON STATION TRAVE BONNERS FERRY ID,0001,10-09-2025,09-09-2025,STURGEON STATION TRAVE,596.13,Debit,5541,BONNERS FERRY,USA,83805,ID,1.384804038
3001,SGI-MY SGI REGINA SK,0001,10-09-2025,08-09-2025,SGI-MY SGI,15,Debit,9399,REGINA,CAN,S4P0J9,SK,0
3001,VCN*IDAHODOT BOISE ID,0001,10-09-2025,09-09-2025,VCN*IDAHODOT,247.55,Debit,9399,BOISE,USA,83703,ID,1.384805046
3001,AMZN Mktp CA*IH9VH1PN3 866-216-1072 ON,0001,10-09-2025,10-09-2025,AMZN Mktp CA*IH9VH1PN3,318.42,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
0137,ANNUAL FEE 2025-26,0012,10-09-2025,01-09-2025,ANNUAL FEE 2025-26,150,Debit,,,,00000,,0
3001,SLEEP INN REGINA EAST EMERALD PARK SK,0001,10-09-2025,09-09-2025,SLEEP INN REGINA EAST,142.26,Debit,3631,EMERALD PARK,CAN,S4L 1B6,SK,0
0137,AUTH USER FEE 2025-26,0012,10-09-2025,01-09-2025,AUTH USER FEE 2025-26,50,Debit,,,,00000,,0
0137,AUTH USER FEE 2025-26,0012,10-09-2025,01-09-2025,AUTH USER FEE 2025-26,50,Debit,,,,00000,,0
0137,AUTH USER FEE 2025-26,0012,10-09-2025,06-08-2025,AUTH USER FEE 2025-26,50,Debit,,,,00000,,0
3001,BB OF BAYTOWN #103 BAYTOWN TX,0001,10-09-2025,09-09-2025,BB OF BAYTOWN #103,119.37,Debit,7542,BAYTOWN,USA,775211332,TX,1.384780024
3001,SKIPTHEDISHES WINNIPEG (BRO MB,0001,11-09-2025,10-09-2025,SKIPTHEDISHES,27.13,Debit,5812,WINNIPEG (BRO,CAN,R3C 0T8,MB,0
3001,BC PERMIT CENTRE VICTORIA BC,0001,11-09-2025,09-09-2025,BC PERMIT CENTRE,40,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,SUPER 8 MOTELS WINNIPEG MB,0001,11-09-2025,10-09-2025,SUPER 8 MOTELS,34.54,Debit,3709,WINNIPEG,CAN,R2J 3T3,MB,0
3001,SKEANS PNEUMATIC AND A EDMONTON AB,0001,11-09-2025,10-09-2025,SKEANS PNEUMATIC AND A,311.05,Debit,5085,EDMONTON,CAN,T6E5L1,AB,0
3001,AMZN Mktp CA*EC6SB48K3 866-216-1072 ON,0001,11-09-2025,11-09-2025,AMZN Mktp CA*EC6SB48K3,14.24,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,AMZN Mktp CA*VI8LD0BE3 866-216-1072 ON,0001,11-09-2025,11-09-2025,AMZN Mktp CA*VI8LD0BE3,143.72,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,SHELL FLYING J NAPANEE ON,0001,11-09-2025,10-09-2025,SHELL FLYING J,25,Debit,5541,NAPANEE,CAN,K7R3L1,ON,0
3001,LOVE'S #0569 INSIDE BAKER CITY OR,0001,11-09-2025,10-09-2025,LOVE'S #0569 INSIDE,1402.96,Debit,5541,BAKER CITY,USA,97814,OR,1.384103549
3001,DAVES TRUCK & EQUIPMEN SAGLE ID,0001,11-09-2025,09-09-2025,DAVES TRUCK & EQUIPMEN,177.43,Debit,7531,SAGLE,USA,83860,ID,1.3848
3001,ONE9 513 PRIMM NV,0001,11-09-2025,09-09-2025,ONE9 513,993.09,Debit,5541,PRIMM,USA,89019,NV,1.3841
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,11-09-2025,10-09-2025,WSDOT COMMERCIAL VEHIC,46.78,Debit,9399,TUMWATER,USA,98504,WA,1.384708738
3001,Awesome Blos LOVINGLY Vancouver BC,0001,11-09-2025,11-09-2025,Awesome Blos LOVINGLY,138.54,Debit,5992,Vancouver,CAN,V7X 1S8,BC,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,11-09-2025,10-09-2025,DTOPS SINGLE CROSSING,27.86,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.386734694
3001,FLYING J MEDICINE HAT AB,0001,12-09-2025,11-09-2025,FLYING J,258.78,Debit,5541,MEDICINE HAT,CAN,T1C1W7,AB,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,12-09-2025,11-09-2025,DTOPS SINGLE CROSSING,27.91,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.389285714
3001,DOT-COMM VEH PERMITTIN ANCHORAGE AK,0001,12-09-2025,11-09-2025,DOT-COMM VEH PERMITTIN,56.86,Debit,9399,ANCHORAGE,USA,99515,AK,1.38675
3001,AMZN Mktp CA*0G8CA2FH3 866-216-1072 ON,0001,12-09-2025,12-09-2025,AMZN Mktp CA*0G8CA2FH3,41.27,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,A30 EXPRESS SALABERRY-DE- QC,0001,12-09-2025,11-09-2025,A30 EXPRESS,20.7,Debit,4784,SALABERRY-DE-,CAN,J6S0J8,QC,0
3001,MOOSOMIN C-STORE MOOSOMIN SK,0001,12-09-2025,11-09-2025,MOOSOMIN C-STORE,60,Debit,5541,MOOSOMIN,CAN,S0G3N0,SK,0
3001,FLYING J 1043 IDAHO FALLS ID,0001,12-09-2025,10-09-2025,FLYING J 1043,798.81,Debit,5541,IDAHO FALLS,USA,83402,ID,1.386708185
3001,AMZN Mktp CA*CI2AU2GR3 866-216-1072 ON,0001,12-09-2025,11-09-2025,AMZN Mktp CA*CI2AU2GR3,135.44,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,A30 EXPRESS SALABERRY-DE- QC,0001,12-09-2025,11-09-2025,A30 EXPRESS,24.15,Debit,4784,SALABERRY-DE-,CAN,J6S0J8,QC,0
3001,DOT-COMM VEH PERMITTIN ANCHORAGE AK,0001,12-09-2025,11-09-2025,DOT-COMM VEH PERMITTIN,170.89,Debit,9399,ANCHORAGE,USA,99515,AK,1.389333333
3001,BEST WEST BEST WESTERN MOOSOMIN SK,0001,12-09-2025,11-09-2025,BEST WEST BEST WESTERN,173.28,Debit,3502,MOOSOMIN,CAN,S0G 3N0,SK,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,12-09-2025,11-09-2025,DTOPS SINGLE CROSSING,27.91,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.389285714
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,15-09-2025,13-09-2025,DEPT OF TRANS TRUCKPER,23.8,Debit,9399,LINCOLN,USA,685082532,NE,1.386268657
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,15-09-2025,12-09-2025,DTOPS SINGLE CROSSING,27.91,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.389285714
3001,FLYING J 694 AUSTINBURG OH,0001,15-09-2025,13-09-2025,FLYING J 694,583.18,Debit,5541,AUSTINBURG,USA,44010,OH,1.386388557
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,15-09-2025,12-09-2025,DTOPS SINGLE CROSSING,27.85,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.38622449
3001,LOVE'S #0655 INSIDE SCOTT CITY KS,0001,15-09-2025,13-09-2025,LOVE'S #0655 INSIDE,606.46,Debit,5541,SCOTT CITY,USA,67871,KS,1.386390796
3001,SPARKLE SUPER WASH WEYBURN SK,0001,15-09-2025,12-09-2025,SPARKLE SUPER WASH,15.5,Debit,7542,WEYBURN,CAN,S4H 1V3,SK,0
3001,NDHP-E PERMIT 701-328-2426 ND,0001,15-09-2025,14-09-2025,NDHP-E PERMIT,39.87,Debit,9399,701-328-2426,USA,58505,ND,1.389285714
3001,BC PERMIT CENTRE VICTORIA BC,0001,15-09-2025,11-09-2025,BC PERMIT CENTRE,30,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,IN *WEATHERLOGICS INC. 204-3813708 MB,0001,15-09-2025,12-09-2025,IN *WEATHERLOGICS INC.,210,Debit,7392,204-3813708,CAN,R5K 0A6,MB,0
3001,SURESTAY HOTEL BASSANO BASSANO AB,0001,15-09-2025,13-09-2025,SURESTAY HOTEL BASSANO,126.71,Debit,7011,BASSANO,CAN,T0J 0B0,AB,0
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,15-09-2025,12-09-2025,DEPT OF TRANS TRUCKPER,38.09,Debit,9399,LINCOLN,USA,685082532,NE,1.389158879
3001,PILOT 050 SULPHUR KY,0001,15-09-2025,13-09-2025,PILOT 050,608.62,Debit,5541,SULPHUR,USA,40070,KY,1.386397067
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,15-09-2025,13-09-2025,WSDOT COMMERCIAL VEHIC,14.67,Debit,9399,TUMWATER,USA,98504,WA,1.389320388
3001,VCN*OH DOT COLUMBUS OH,0001,15-09-2025,12-09-2025,VCN*OH DOT,214.58,Debit,9399,COLUMBUS,USA,43223,OH,1.386423841
